ProductKey,Label,Category,Name,Manufacturer,BrandName,Class,Color,Cost,Price
1186,0405043,"Cameras and camcorders ","Fabrikam Business Videographer 1/3"" 8.5mm M380 Orange","Fabrikam, Inc.","Fabrikam  ",Regular,Orange,395.48,860.00
1187,0405044,"Cameras and camcorders ","Fabrikam Business Videographer 2/3"" 17mm M280 Orange","Fabrikam, Inc.","Fabrikam  ",Regular,Orange,390.88,850.00
1188,0405045,"Cameras and camcorders ","Fabrikam Social Videographer 1"" 25mm E400 Orange","Fabrikam, Inc.","Fabrikam  ",Economy,Orange,91.77,180.00
1189,0405046,"Cameras and camcorders ","Fabrikam Social Videographer 1/2"" 3mm E300 Orange","Fabrikam, Inc.","Fabrikam  ",Economy,Orange,86.67,170.00
1190,0405047,"Cameras and camcorders ","Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange","Fabrikam, Inc.","Fabrikam  ",Economy,Orange,84.12,165.00
1191,0405048,"Cameras and camcorders ","Fabrikam Social Videographer 2/3"" 17mm E100 Orange","Fabrikam, Inc.","Fabrikam  ",Economy,Orange,81.57,160.00
1192,0405049,"Cameras and camcorders ",Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,275.92,600.00
1193,0405050,"Cameras and camcorders ",Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,260.28,566.00
1194,0405051,"Cameras and camcorders ",Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,291.09,633.00
1195,0405052,"Cameras and camcorders ",Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,301.21,655.00
1196,0405053,"Cameras and camcorders ",Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,215.15,422.00
1197,0405054,"Cameras and camcorders ",Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,220.25,432.00
1198,0405055,"Cameras and camcorders ",Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,209.54,411.00
1199,0405056,"Cameras and camcorders ",Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,209.03,410.00
1200,0405057,"Cameras and camcorders ",Fabrikam Trendsetter 1'' 25mm X400 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,331.32,1000.00
1201,0405058,"Cameras and camcorders ",Fabrikam Trendsetter 1/2'' 3mm X300 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,330.99,999.00
1202,0405059,"Cameras and camcorders ",Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,330.66,998.00
1203,0405060,"Cameras and camcorders ",Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,324.69,980.00
1204,0405061,"Cameras and camcorders ",Fabrikam Independent Filmmaker 1'' 25mm X400 Grey,"Fabrikam, Inc.","Fabrikam  ",Deluxe,Grey,530.11,1600.00
1205,0405062,"Cameras and camcorders ",Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,"Fabrikam, Inc.","Fabrikam  ",Deluxe,Grey,523.49,1580.00
1206,0405063,"Cameras and camcorders ",Fabrikam Independent Filmmaker 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.","Fabrikam  ",Deluxe,Grey,516.86,1560.00
1207,0405064,"Cameras and camcorders ",Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,"Fabrikam, Inc.","Fabrikam  ",Deluxe,Grey,503.61,1520.00
1208,0405065,"Cameras and camcorders ",Fabrikam Business Videographer 1'' 25mm M600 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,409.28,890.00
1209,0405066,"Cameras and camcorders ",Fabrikam Business Videographer 1/2'' 3mm M500 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,404.68,880.00
1210,0405067,"Cameras and camcorders ",Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,395.48,860.00
1211,0405068,"Cameras and camcorders ",Fabrikam Business Videographer 2/3'' 17mm M280 Grey,"Fabrikam, Inc.","Fabrikam  ",Regular,Grey,390.88,850.00
1212,0405069,"Cameras and camcorders ",Fabrikam Social Videographer 1'' 25mm E400 Grey,"Fabrikam, Inc.","Fabrikam  ",Economy,Grey,91.77,180.00
1213,0405070,"Cameras and camcorders ",Fabrikam Social Videographer 1/2'' 3mm E300 Grey,"Fabrikam, Inc.","Fabrikam  ",Economy,Grey,86.67,170.00
1214,0405071,"Cameras and camcorders ",Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,"Fabrikam, Inc.","Fabrikam  ",Economy,Grey,84.12,165.00
1215,0405072,"Cameras and camcorders ",Fabrikam Social Videographer 2/3'' 17mm E100 Grey,"Fabrikam, Inc.","Fabrikam  ",Economy,Grey,81.57,160.00
1216,0405073,"Cameras and camcorders ",Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,285.12,620.00
1217,0405074,"Cameras and camcorders ",Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,255.68,556.00
1218,0405075,"Cameras and camcorders ",Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,293.39,638.00
1219,0405076,"Cameras and camcorders ","Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue","Fabrikam, Inc.",Fabrikam,Regular,Blue,305.81,665.00
1220,0405077,"Cameras and camcorders ",Fabrikam Budget Moviemaker 1'' 25mm E400 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,230.44,452.00
1221,0405078,"Cameras and camcorders ",Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,245.74,482.00
1222,0405079,"Cameras and camcorders ",Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,219.74,431.00
1223,0405080,"Cameras and camcorders ",Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,234.52,460.00
1224,0405081,"Cameras and camcorders ",Fabrikam Trendsetter 1'' 25mm X400 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,341.26,1030.00
1225,0405082,"Cameras and camcorders ","Fabrikam Trendsetter 1/2"" 3mm X300 Orange","Fabrikam, Inc.",Fabrikam,Regular,Orange,331.32,1000.00
1226,0405083,"Cameras and camcorders ",Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,330.99,999.00
1227,0405084,"Cameras and camcorders ","Fabrikam Trendsetter 2/3"" 17mm X100 Orange","Fabrikam, Inc.",Fabrikam,Regular,Orange,327.34,988.00
1228,0405085,"Cameras and camcorders ","Fabrikam Independent Filmmaker 1"" 25mm X400 Blue","Fabrikam, Inc.",Fabrikam,Deluxe,Blue,536.74,1620.00
1229,0405086,"Cameras and camcorders ",Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,516.86,1560.00
1230,0405087,"Cameras and camcorders ","Fabrikam Independent Filmmaker 1/3"" 8.5mm X200 Blue","Fabrikam, Inc.",Fabrikam,Deluxe,Blue,506.92,1530.00
1231,0405088,"Cameras and camcorders ",Fabrikam Independent Filmmaker 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Deluxe,Black,496.98,1500.00
1232,0405089,"Cameras and camcorders ",Fabrikam Business Videographer 1'' 25mm M600 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,408.36,888.00
1233,0405090,"Cameras and camcorders ","Fabrikam Business Videographer 1/2"" 3mm M500 Blue","Fabrikam, Inc.",Fabrikam,Regular,Blue,403.76,878.00
1234,0405091,"Cameras and camcorders ","Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue","Fabrikam, Inc.",Fabrikam,Regular,Blue,393.64,856.00
1235,0405092,"Cameras and camcorders ","Fabrikam Business Videographer 2/3"" 17mm M280 Blue","Fabrikam, Inc.",Fabrikam,Regular,Blue,385.37,838.00
1236,0405093,"Cameras and camcorders ","Fabrikam Social Videographer 1"" 25mm E400 Blue","Fabrikam, Inc.",Fabrikam,Economy,Blue,95.85,188.00
1237,0405094,"Cameras and camcorders ","Fabrikam Social Videographer 1/2"" 3mm E300 Blue","Fabrikam, Inc.",Fabrikam,Economy,Blue,90.75,178.00
1238,0405095,"Cameras and camcorders ","Fabrikam Social Videographer 1/3"" 8.5mm E200 Blue","Fabrikam, Inc.",Fabrikam,Economy,Blue,85.65,168.00
1239,0405096,"Cameras and camcorders ","Fabrikam Social Videographer 2/3"" 17mm E100 Blue","Fabrikam, Inc.",Fabrikam,Economy,Blue,80.55,158.00
1240,0405097,"Cameras and camcorders ",Fabrikam Business Videographer 1/2'' 3mm M500 White,"Fabrikam, Inc.",Fabrikam,Regular,White,403.76,878.00
1241,0405098,"Cameras and camcorders ",Fabrikam Business Videographer 1/3'' 8.5mm M380 White,"Fabrikam, Inc.",Fabrikam,Regular,White,393.64,856.00
1242,0405099,"Cameras and camcorders ",Fabrikam Business Videographer 2/3'' 17mm M280 White,"Fabrikam, Inc.",Fabrikam,Regular,White,385.37,838.00
1243,0405100,"Cameras and camcorders ",Fabrikam Social Videographer 1'' 25mm E400 White,"Fabrikam, Inc.",Fabrikam,Economy,White,95.85,188.00
1244,0405101,"Cameras and camcorders ",Fabrikam Social Videographer 1/2'' 3mm E300 White,"Fabrikam, Inc.",Fabrikam,Economy,White,90.75,178.00
1245,0405102,"Cameras and camcorders ",Fabrikam Social Videographer 1/3'' 8.5mm E200 White,"Fabrikam, Inc.",Fabrikam,Economy,White,85.65,168.00
1246,0405103,"Cameras and camcorders ",Fabrikam Social Videographer 2/3'' 17mm E100 White,"Fabrikam, Inc.",Fabrikam,Economy,White,80.55,158.00
1247,0406001,"Cameras and camcorders ",Contoso Rechargeable Li-Ion Battery Pack E300 Silver,"Contoso, Ltd",Contoso,Economy,Silver,25.49,49.99
1248,0406002,"Cameras and camcorders ",Contoso Rechargeable Li-Ion Battery Pack E300 Black,"Contoso, Ltd",Contoso,Economy,Black,25.49,49.99
1249,0406003,"Cameras and camcorders ",Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",Contoso,Economy,White,25.49,49.99
1250,0406004,"Cameras and camcorders ",Contoso Travel Charger for S-Series Battery E302 Silver,"Contoso, Ltd",Contoso,Economy,Silver,30.58,59.99
1251,0406005,"Cameras and camcorders ",Contoso Travel Charger for S-Series Battery E302 Black,"Contoso, Ltd",Contoso,Economy,Black,30.58,59.99
1252,0406006,"Cameras and camcorders ",Contoso Travel Charger for S-Series Battery E302 White,"Contoso, Ltd",Contoso,Economy,White,30.58,59.99
1253,0406007,"Cameras and camcorders ",Contoso General Carrying Case E304 Silver,"Contoso, Ltd",Contoso,Economy,Silver,10.19,19.99
1254,0406008,"Cameras and camcorders ",Contoso General Carrying Case E304 Black,"Contoso, Ltd",Contoso,Economy,Black,10.19,19.99
1255,0406009,"Cameras and camcorders ",Contoso General Carrying Case E304 White,"Contoso, Ltd",Contoso,Economy,White,10.19,19.99
1256,0406010,"Cameras and camcorders ",Contoso General Carrying Case E304 Blue,"Contoso, Ltd",Contoso,Economy,Blue,10.19,19.99
1257,0406011,"Cameras and camcorders ",Contoso Cyber Shot Digital Cameras Adapter E306 Pink,"Contoso, Ltd",Contoso,Economy,Pink,20.39,39.99
1258,0406012,"Cameras and camcorders ",Contoso Cyber Shot Digital Cameras Adapter E306 Blue,"Contoso, Ltd",Contoso,Economy,Blue,20.39,39.99
1259,0406013,"Cameras and camcorders ",Contoso Cyber Shot Digital Cameras Adapter E306 Black,"Contoso, Ltd",Contoso,Economy,Black,20.39,39.99
1260,0406014,"Cameras and camcorders ",Contoso Multi-Use Terminal Cable E308 Silver,"Contoso, Ltd",Contoso,Economy,Silver,18.86,36.99
1261,0406015,"Cameras and camcorders ",Contoso Multi-Use Terminal Cable E308 White,"Contoso, Ltd",Contoso,Economy,White,18.86,36.99
1262,0406016,"Cameras and camcorders ",Contoso Multi-Use Terminal Cable E308 Black,"Contoso, Ltd",Contoso,Economy,Black,18.86,36.99
1263,0406017,"Cameras and camcorders ",Contoso Rechargeable Battery Pack E310 Silver,"Contoso, Ltd",Contoso,Economy,Silver,35.68,69.99
1264,0406018,"Cameras and camcorders ",Contoso Rechargeable Battery Pack E310 Black,"Contoso, Ltd",Contoso,Economy,Black,35.68,69.99
1265,0406019,"Cameras and camcorders ",Contoso Rechargeable Battery Pack E310 White,"Contoso, Ltd",Contoso,Economy,White,35.68,69.99
1266,0406020,"Cameras and camcorders ",Contoso Carrying Case E312 Silver,"Contoso, Ltd",Contoso,Economy,Silver,25.47,49.96
1267,0406021,"Cameras and camcorders ",Contoso Carrying Case E312 Pink,"Contoso, Ltd",Contoso,Economy,Pink,25.47,49.96
1268,0406022,"Cameras and camcorders ",Contoso Carrying Case E312 White,"Contoso, Ltd",Contoso,Economy,White,25.47,49.96
1269,0406023,"Cameras and camcorders ",Contoso Carrying Case E312 Blue,"Contoso, Ltd",Contoso,Economy,Blue,25.47,49.96
1270,0406024,"Cameras and camcorders ",Contoso Lens Cap Keeper E314 Pink,"Contoso, Ltd",Contoso,Economy,Pink,3.54,6.95
1271,0406025,"Cameras and camcorders ",Contoso Lens Cap Keeper E314 Yellow,"Contoso, Ltd",Contoso,Economy,Yellow,3.54,6.95
1272,0406026,"Cameras and camcorders ",Contoso Lens Cap Keeper E314 White,"Contoso, Ltd",Contoso,Economy,White,3.54,6.95
1273,0406027,"Cameras and camcorders ",Contoso Lens Cap Keeper E314 Silver,"Contoso, Ltd",Contoso,Economy,Silver,3.54,6.95
1274,0406028,"Cameras and camcorders ",Contoso Digital Cameras Lightweight Tripod E316 White,"Contoso, Ltd",Contoso,Economy,White,26.58,52.13
1275,0406029,"Cameras and camcorders ",Contoso Digital Cameras Lightweight Tripod E316 Black,"Contoso, Ltd",Contoso,Economy,Black,26.58,52.13
1276,0406030,"Cameras and camcorders ",Contoso Digital Cameras Lightweight Tripod E316 Pink,"Contoso, Ltd",Contoso,Economy,Pink,26.58,52.13
1277,0406031,"Cameras and camcorders ",Contoso Digital Cameras Lightweight Tripod E316 Silver,"Contoso, Ltd",Contoso,Economy,Silver,26.58,52.13
1278,0406032,"Cameras and camcorders ",Contoso General Soft Carrying Case E318 Blue,"Contoso, Ltd",Contoso,Economy,Blue,7.64,14.99
1279,0406033,"Cameras and camcorders ",Contoso General Soft Carrying Case E318 Black,"Contoso, Ltd",Contoso,Economy,Black,7.64,14.99
1280,0406034,"Cameras and camcorders ",Contoso General Soft Carrying Case E318 Silver,"Contoso, Ltd",Contoso,Economy,Silver,7.64,14.99
1281,0406035,"Cameras and camcorders ",Contoso General Soft Carrying Case E318 White,"Contoso, Ltd",Contoso,Economy,White,7.64,14.99
1282,0406036,"Cameras and camcorders ",Contoso Mini Battery Charger Kit E320 Red,"Contoso, Ltd",Contoso,Economy,Red,12.74,24.99
1283,0406037,"Cameras and camcorders ",Contoso Mini Battery Charger Kit E320 White,"Contoso, Ltd",Contoso,Economy,White,12.74,24.99
1284,0406038,"Cameras and camcorders ",Contoso Mini Battery Charger Kit E320 Black,"Contoso, Ltd",Contoso,Economy,Black,12.74,24.99
1285,0406039,"Cameras and camcorders ",Contoso Mini Battery Charger Kit E320 Silver,"Contoso, Ltd",Contoso,Economy,Silver,12.74,24.99
1286,0406040,"Cameras and camcorders ",Contoso Genuine Leather Grip Belt E322 Black,"Contoso, Ltd",Contoso,Economy,Black,39.76,77.99
1287,0406041,"Cameras and camcorders ",Contoso Genuine Leather Grip Belt E322 White,"Contoso, Ltd",Contoso,Economy,White,39.76,77.99
1288,0406042,"Cameras and camcorders ",Contoso Genuine Leather Grip Belt E322 Silver,"Contoso, Ltd",Contoso,Economy,Silver,39.76,77.99
1289,0406043,"Cameras and camcorders ",Contoso Genuine Leather Grip Belt E322 Grey,"Contoso, Ltd",Contoso,Economy,Grey,39.76,77.99
1290,0406044,"Cameras and camcorders ",Contoso Macro Zoom Lens X300 Silver,"Contoso, Ltd",Contoso,Deluxe,Silver,121.45,366.55
1291,0406045,"Cameras and camcorders ",Contoso Macro Zoom Lens X300 White,"Contoso, Ltd",Contoso,Deluxe,White,121.45,366.55
1292,0406046,"Cameras and camcorders ",Contoso Macro Zoom Lens X300 Black,"Contoso, Ltd",Contoso,Deluxe,Black,121.45,366.55
1293,0406047,"Cameras and camcorders ",Contoso Telephoto Conversion Lens X400 Silver,"Contoso, Ltd",Contoso,Deluxe,Silver,197.14,595.00
1294,0406048,"Cameras and camcorders ",Contoso Telephoto Conversion Lens X400 White,"Contoso, Ltd",Contoso,Deluxe,White,197.14,595.00
1295,0406049,"Cameras and camcorders ",Contoso Telephoto Conversion Lens X400 Black,"Contoso, Ltd",Contoso,Deluxe,Black,197.14,595.00
1296,0406050,"Cameras and camcorders ",Contoso USB Cable M250 Black,"Contoso, Ltd",Contoso,Regular,Black,11.50,25.00
1297,0406051,"Cameras and camcorders ",Contoso USB Cable M250 White,"Contoso, Ltd",Contoso,Regular,White,11.50,25.00
1298,0406052,"Cameras and camcorders ",Contoso USB Cable M250 Yellow,"Contoso, Ltd",Contoso,Regular,Yellow,11.50,25.00
1299,0406053,"Cameras and camcorders ",Contoso USB Cable M250 Blue,"Contoso, Ltd",Contoso,Regular,Blue,11.50,25.00
1300,0406054,"Cameras and camcorders ",Contoso Telephoto Conversion Lens M350 Black,"Contoso, Ltd",Contoso,Regular,Black,43.69,95.00
1301,0406055,"Cameras and camcorders ",Contoso Telephoto Conversion Lens M350 White,"Contoso, Ltd",Contoso,Regular,White,43.69,95.00
1302,0406056,"Cameras and camcorders ",Contoso Telephoto Conversion Lens M350 Silver,"Contoso, Ltd",Contoso,Regular,Silver,43.69,95.00
1303,0406057,"Cameras and camcorders ",Contoso Telephoto Conversion Lens M350 Blue,"Contoso, Ltd",Contoso,Regular,Blue,43.69,95.00
1304,0406058,"Cameras and camcorders ",Contoso Lens Adapter M450 White,"Contoso, Ltd",Contoso,Regular,White,31.27,68.00
1305,0406059,"Cameras and camcorders ",Contoso Lens Adapter M450 Silver,"Contoso, Ltd",Contoso,Regular,Silver,31.27,68.00
1306,0406060,"Cameras and camcorders ",Contoso Lens Adapter M450 Black,"Contoso, Ltd",Contoso,Regular,Black,31.27,68.00
1307,0406061,"Cameras and camcorders ",Contoso Lens Adapter M450 Grey,"Contoso, Ltd",Contoso,Regular,Grey,31.27,68.00
1308,0406062,"Cameras and camcorders ",Contoso Digital Camera/Camcorder USB Cable E324 Purple,"Contoso, Ltd",Contoso,Economy,Purple,14.28,28.00
1309,0406063,"Cameras and camcorders ",Contoso Digital Camera/Camcorder USB Cable E324 Black,"Contoso, Ltd",Contoso,Economy,Black,14.28,28.00
1310,0406064,"Cameras and camcorders ",Contoso Digital Camera/Camcorder USB Cable E324 Silver,"Contoso, Ltd",Contoso,Economy,Silver,14.28,28.00
1311,0406065,"Cameras and camcorders ",Contoso Digital Camera/Camcorder USB Cable E324 White,"Contoso, Ltd",Contoso,Economy,White,14.28,28.00
1312,0406066,"Cameras and camcorders ",Contoso Conversion Lens M550 Blue,"Contoso, Ltd",Contoso,Regular,Blue,94.27,205.00
1313,0406067,"Cameras and camcorders ",Contoso Conversion Lens M550 Black,"Contoso, Ltd",Contoso,Regular,Black,94.27,205.00
1314,0406068,"Cameras and camcorders ",Contoso Conversion Lens M550 Silver,"Contoso, Ltd",Contoso,Regular,Silver,94.27,205.00
1315,0406069,"Cameras and camcorders ",Contoso Conversion Lens M550 Pink,"Contoso, Ltd",Contoso,Regular,Pink,94.27,205.00
1316,0501001,Cell phones,Contoso Single-line phones E10 Black,"Contoso, Ltd",Contoso,Economy,Black,5.09,9.99
1317,0501002,Cell phones,Contoso Dual Handset Cordless Phone System  E20 Black,"Contoso, Ltd",Contoso,Economy,Black,6.62,12.99
1318,0501003,Cell phones,Contoso 3 Handset Cordless Phone System  E30 Black,"Contoso, Ltd",Contoso,Economy,Black,8.66,16.99
1319,0501004,Cell phones,Contoso Multi-line phones M30 Black,"Contoso, Ltd",Contoso,Regular,Black,10.57,22.99
1320,0501005,Cell phones,Contoso KSU-less key system M38 Black,"Contoso, Ltd",Contoso,Regular,Black,12.41,26.99
1321,0501006,Cell phones,Contoso Hybrid system M60 Black,"Contoso, Ltd",Contoso,Regular,Black,13.33,28.99
1322,0501007,Cell phones,Contoso Private Branch Exchange M88 Black,"Contoso, Ltd",Contoso,Regular,Black,15.17,32.99
1323,0501008,Cell phones,Contoso 4 Handset Cordless Phone System M86 Black,"Contoso, Ltd",Contoso,Regular,Black,16.55,35.99
1324,0501009,Cell phones,Contoso Private Automatic Branch Exchange M65 Black,"Contoso, Ltd",Contoso,Regular,Black,17.93,38.99
1325,0501010,Cell phones,Contoso Electronic Private Automatic Branch Exchange M90 Black,"Contoso, Ltd",Contoso,Regular,Black,18.39,39.99
1326,0501011,Cell phones,Contoso Centrex Phone System L10 Black,"Contoso, Ltd",Contoso,Deluxe,Black,14.24,42.99
1327,0501012,Cell phones,Contoso In front of Centrex L15 Black,"Contoso, Ltd",Contoso,Deluxe,Black,15.57,46.99
1328,0501013,Cell phones,Contoso behind Centrex X15 Black,"Contoso, Ltd",Contoso,Deluxe,Black,16.56,49.99
1329,0501014,Cell phones,Contoso Phone with 13-Number Memory (210) M301 Black,"Contoso, Ltd",Contoso,Regular,Black,7.81,16.99
1330,0501015,Cell phones,Contoso Expandable Cordless Phone System M008 Black,"Contoso, Ltd",Contoso,Regular,Black,10.57,22.99
1331,0501016,Cell phones,Contoso Phone System Accessory Handset with Charger M308 Black,"Contoso, Ltd",Contoso,Regular,Black,12.41,26.99
1332,0501017,Cell phones,Contoso 2-Line Corded Cordless Telephone M202 Black,"Contoso, Ltd",Contoso,Regular,Black,13.33,28.99
1333,0501018,Cell phones,Contoso 4-Line Corded Cordless Telephone M203 Black,"Contoso, Ltd",Contoso,Regular,Black,15.17,32.99
1334,0501019,Cell phones,Contoso Expandable 3-Handset Cordless Phone System M204 Black,"Contoso, Ltd",Contoso,Regular,Black,16.55,35.99
1335,0501020,Cell phones,Contoso Expandable 2-Handset Cordless Phone System M205 Black,"Contoso, Ltd",Contoso,Regular,Black,18.48,40.19
1336,0501021,Cell phones,Contoso Expandable 4-Handset Cordless Phone System M206 Black,"Contoso, Ltd",Contoso,Regular,Black,20.15,43.81
1337,0501022,Cell phones,Contoso Expandable1-Handset Cordless Phone System M207 Black,"Contoso, Ltd",Contoso,Regular,Black,21.82,47.44
1338,0501023,Cell phones,Contoso Digital Cordless Expansion Handset Phone M900 Black,"Contoso, Ltd",Contoso,Regular,Black,15.17,32.99
1339,0501024,Cell phones,Contoso 2-Line Speakerphone M109 Black,"Contoso, Ltd",Contoso,Regular,Black,16.55,35.99
1340,0501025,Cell phones,Contoso Phone with Memory Dialing-single line E88 Black,"Contoso, Ltd",Contoso,Economy,Black,7.23,14.19
1341,0501026,Cell phones,Contoso Phone with Memory Dialing-2 lines E90 Black,"Contoso, Ltd",Contoso,Economy,Black,8.16,16.00
1342,0501027,Cell phones,Contoso Integrated Business Phone With card L10 Black,"Contoso, Ltd",Contoso,Deluxe,Black,13.92,42.00
1343,0501028,Cell phones,Contoso Integrated Business Phone L08 Black,"Contoso, Ltd",Contoso,Deluxe,Black,10.27,31.00
1344,0501029,Cell phones,Contoso Phone for MSN E200 Black,"Contoso, Ltd",Contoso,Economy,Black,8.16,16.00
1345,0501030,Cell phones,Contoso 4-Line Expandable Cordless Phone System M900 Black,"Contoso, Ltd",Contoso,Regular,Black,10.12,22.00
1346,0501031,Cell phones,Contoso Lifestyles Series - Big Button Cordless phone M800 Black,"Contoso, Ltd",Contoso,Regular,Black,10.58,23.00
1347,0501032,Cell phones,Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black,"Contoso, Ltd",Contoso,Regular,Black,9.66,21.00
1348,0501033,Cell phones,Contoso Waterproof Accessory Handset and Charging Cradle M609 Black,"Contoso, Ltd",Contoso,Regular,Black,10.57,22.99
1349,0501034,Cell phones,Contoso Single-line phones E10 White,"Contoso, Ltd",Contoso,Economy,White,5.09,9.99
1350,0501035,Cell phones,Contoso Dual Handset Cordless Phone System E20 White,"Contoso, Ltd",Contoso,Economy,White,6.62,12.99
1351,0501036,Cell phones,Contoso 3 Handset Cordless Phone System E30 White,"Contoso, Ltd",Contoso,Economy,White,8.66,16.99
1352,0501037,Cell phones,Contoso Multi-line phones M30 White,"Contoso, Ltd",Contoso,Regular,White,10.57,22.99
1353,0501038,Cell phones,Contoso KSU-less key system M38 White,"Contoso, Ltd",Contoso,Regular,White,12.41,26.99
1354,0501039,Cell phones,Contoso Hybrid system M60 White,"Contoso, Ltd",Contoso,Regular,White,13.33,28.99
1355,0501040,Cell phones,Contoso Private Branch Exchange M88 White,"Contoso, Ltd",Contoso,Regular,White,15.17,32.99
1356,0501041,Cell phones,Contoso 4 Handset Cordless Phone System M86 White,"Contoso, Ltd",Contoso,Regular,White,16.55,35.99
1357,0501042,Cell phones,Contoso Private Automatic Branch Exchange M65 White,"Contoso, Ltd",Contoso,Regular,White,17.93,38.99
1358,0501043,Cell phones,Contoso Electronic Private Automatic Branch Exchange M90 White,"Contoso, Ltd",Contoso,Regular,White,18.39,39.99
1359,0501044,Cell phones,Contoso Centrex Phone System L10 White,"Contoso, Ltd",Contoso,Deluxe,White,14.24,42.99
1360,0501045,Cell phones,Contoso In front of Centrex L15 White,"Contoso, Ltd",Contoso,Deluxe,White,15.57,46.99
1361,0501046,Cell phones,Contoso Behind Centrex X15 White,"Contoso, Ltd",Contoso,Deluxe,White,16.56,49.99
1362,0501047,Cell phones,Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",Contoso,Regular,White,7.81,16.99
1363,0501048,Cell phones,Contoso Expandable Cordless Phone System M008 White,"Contoso, Ltd",Contoso,Regular,White,10.57,22.99
1364,0501049,Cell phones,Contoso Phone System Accessory Handset with Charger M308 White,"Contoso, Ltd",Contoso,Regular,White,12.41,26.99
1365,0501050,Cell phones,Contoso 2-Line Corded Cordless Telephone M202 White,"Contoso, Ltd",Contoso,Regular,White,13.33,28.99
1366,0501051,Cell phones,Contoso 4-Line Corded Cordless Telephone M203 White,"Contoso, Ltd",Contoso,Regular,White,15.17,32.99
1367,0501052,Cell phones,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Contoso,Regular,White,16.55,35.99
1368,0501053,Cell phones,Contoso Expandable 2-Handset Cordless Phone System M205 White,"Contoso, Ltd",Contoso,Regular,White,18.48,40.19
1369,0501054,Cell phones,Contoso Expandable 4-Handset Cordless Phone System M206 White,"Contoso, Ltd",Contoso,Regular,White,20.15,43.81
1370,0501055,Cell phones,Contoso Expandable1-Handset Cordless Phone System M207 White,"Contoso, Ltd",Contoso,Regular,White,21.82,47.44
1371,0501056,Cell phones,Contoso Digital Cordless Expansion Handset Phone M900 White,"Contoso, Ltd",Contoso,Regular,White,15.17,32.99
